_id,flags,type,text,img,resultId,weight,range,drawn
0,w6WXm8qiKH8ZLBYs,{},0,[[2d8]] baboons,icons/svg/d20-black.svg,,1,"[1, 1]",False
1,tXeMUKDAbv96WnNj,{},0,[[1d4]] brown bears,icons/svg/d20-black.svg,,1,"[2, 2]",False
2,v8xEc5xnNF3Vfmxc,{},0,1 owlbear,icons/svg/d20-black.svg,,1,"[3, 3]",False
3,n8NiPDVaniEFCchM,{},0,[[2d6]] giant toads,icons/svg/d20-black.svg,,1,"[4, 4]",False
4,MgzgcmVrrQsAFgO0,{},0,[[2d10]] giant wasps,icons/svg/d20-black.svg,,1,"[5, 5]",False
5,04SidvMrF3cipJRU,{},0,[[2d4]] giant spiders,icons/svg/d20-black.svg,,1,"[6, 6]",False
6,cyBZuuUj7FxPyQ8D,{},0,[[4d4]] pixies or [[4d4]] sprites,icons/svg/d20-black.svg,,1,"[7, 7]",False
7,6LXiw0Z7cGhK4bVi,{},0,[[1d4]] blink dogs,icons/svg/d20-black.svg,,1,"[8, 8]",False
8,7WVBhbwsg9AACu5R,{},0,1 pirate captain (see appendix C) and [[3d10]] bandits digging up buried treasure,icons/svg/d20-black.svg,,1,"[9, 9]",False
9,t20mWozje6dsVXeJ,{},0,[[3d6]] tribal warriors,icons/svg/d20-black.svg,,1,"[10, 10]",False
10,Zhd0MhOpGR334VpG,{},0,[[2d4]] druids,icons/svg/d20-black.svg,,1,"[11, 11]",False
11,3nYQsR3CpJRq4XWN,{},0,[[1d6]] dryads,icons/svg/d20-black.svg,,1,"[12, 12]",False
12,16XT1dPGU3Byvxj4,{},0,[[2d4]] centaurs,icons/svg/d20-black.svg,,1,"[13, 13]",False
13,ToaofaV1kfe44BU5,{},0,1 ankheg,icons/svg/d20-black.svg,,1,"[14, 14]",False
14,YHBuPzQRXumQBLA5,{},0,[[1d10]] giant boars,icons/svg/d20-black.svg,,1,"[15, 15]",False
15,VZFupwEYWHGGEHH5,{},0,[[2d6]] giant eagles,icons/svg/d20-black.svg,,1,"[16, 16]",False
16,BlPvJpLmrhjdLrZz,{},0,[[1d4]] giant apes,icons/svg/d20-black.svg,,1,"[17, 17]",False
17,jbrRlTRHYepp4SAo,{},0,[[1d4]] treants,icons/svg/d20-black.svg,,1,"[18, 18]",False
18,PqlqmrXraGvSkuFp,{},0,1 roc,icons/svg/d20-black.svg,,1,"[19, 19]",False
19,6pUNgL8HuALDJbG4,{},0,[[1d4]] veteran explorers,icons/svg/d20-black.svg,,1,"[20, 20]",False
